"Ext_id";"Address";"global_id";"AdmArea";"District";"Event_type";"Name";"Requester";"TS_from";"TS_to";"Lanes_closed";"Descr";"Geometry_type";"Geometry_point";"Geometry_line";"geoData";"geodata_center";
"Идентификатор";"Местоположение";"global_id";"Административный округ";"Район";"Тип события";"Наименование события";"Инициатор";"Дата и время начала перекрытия";"Дата и время окончания перекрытия";"Количество перекрытых полос";"Дополнительная информация";"Тип геометрии";"Координаты для точечных объектов";"Координаты для линейных объектов";"geoData";"geodata_center";
"40575";"наб. Тараса Шевченко (Кутузовский просп., вл.12с26 - Кутузовский просп., вл.12с38)";"2699892072";"Западный административный округ";"район Дорогомилово";"Ремонтные работы";"Коммерческие организации";"";"12.08.2023";"02.12.2024";"1";"";"line";"";"37.5599920749664,55.7520426058343;37.5594824552536,55.7519399609634;37.5590479373932,55.7518554296904;37.5588494539261,55.7518161829656;37.558114528656,55.7516199487497;37.5570577383041,55.7513482382057;37.5559365749359,55.7510402973012;37.5542736053467,55.7504636563246;37.5536459684372,55.7501768421935";"{coordinates=[[[37.559992075, 55.752042606], [37.559482455, 55.751939961], [37.559047937, 55.75185543], [37.558849454, 55.751816183], [37.558114529, 55.751619949], [37.557057738, 55.751348238], [37.555936575, 55.751040297], [37.554273605, 55.750463656], [37.553645968, 55.750176842]]], type=MultiLineString}";"";
"36191";"Новомещерский пр-д (от д.31 по ул. Матросова до д.2А, к.4 по Боровскому ш.)";"2699892074";"Западный административный округ";"район Солнцево";"Ремонтные работы";"Работы транспортного комплекса";"";"18.07.2022";"01.01.2025";"";"";"line";"";"37.408978,55.662808;37.410586,55.663249;37.412383,55.663698;37.412565,55.66375;37.412831,55.663831;37.413085,55.663917";"{coordinates=[[[37.408978, 55.662808], [37.410586, 55.663249], [37.412383, 55.663698], [37.412565, 55.66375], [37.412831, 55.663831], [37.413085, 55.663917]]], type=MultiLineString}";"";
"43741";"ул. Комдива Орлова (ул. Ботаническая, вл.31с40)";"2699892075";"Северо-Восточный административный округ";"район Марфино";"Ремонтные работы";"Работы ДЖКХ";"";"09.03.2024";"29.12.2024";"2";"";"line";"";"37.5799262523651,55.8379279480168;37.5803017616272,55.8387894598545;37.5801086425781,55.8388376557571;37.5796794891357,55.8379761449874";"{coordinates=[[[37.579926252, 55.837927948], [37.580301762, 55.83878946], [37.580108643, 55.838837656], [37.579679489, 55.837976145]]], type=MultiLineString}";"";
"46435";"Хорошевское ш., д.1";"2699892076";"Северный административный округ";"Хорошёвский район";"Ремонтные работы";"Коммерческие организации";"";"30.07.2024";"01.01.2025";"";"";"line";"";"37.5439189374447,55.7738611395751;37.5449220836163,55.7736559088748;37.5449113547802,55.7735200938466;37.5438867509365,55.7737313614638;37.545323073864,55.7734260938017";"{coordinates=[[[37.543918937, 55.77386114], [37.544922084, 55.773655909], [37.544911355, 55.773520094], [37.543886751, 55.773731361], [37.545323074, 55.773426094]]], type=MultiLineString}";"";
"41493";"ул. Мельникова (от д.24 до ул. 1-й Дубровской)";"2699892078";"Юго-Восточный административный округ";"Южнопортовый район";"Ремонтные работы";"Работы ДЖКХ";"";"26.09.2023";"01.01.2025";"";"";"line";"";"37.6649576425552,55.725336164627;37.6705366373062,55.7257954826661";"{coordinates=[[[37.664957643, 55.725336165], [37.670536637, 55.725795483]]], type=MultiLineString}";"";
"45699";"ул. Михалковская (от д.48 к.2 до д. 52)";"2699892080";"Северный административный округ";"район Коптево";"Ремонтные работы";"Работы ДЖКХ";"";"20.06.2024";"01.01.2025";"";"";"line";"";"37.514203,55.837861;37.514104,55.837854;37.514103,55.837854;37.514094,55.837853;37.513243,55.837792;37.513235,55.837792;37.513231,55.837792;37.512854,55.837765;37.51285,55.837765;37.512848,55.837765;37.512636,55.837748;37.512634,55.837748;37.512633,55.837748;37.512565,55.837742;37.512313,55.837723;37.512149,55.837711;37.51181,55.837688;37.511807,55.837687;37.511805,55.837687;37.511653,55.837677;37.511611,55.837674;37.51161,55.837674;37.511606,55.837673;37.511183,55.837644;37.511179,55.837644;37.511175,55.837644;37.510853,55.837622;37.510849,55.837621;37.510848,55.837621;37.510663,55.837609;37.510661,55.837609";"{coordinates=[[[37.514203, 55.837861], [37.514104, 55.837854], [37.514103, 55.837854], [37.514094, 55.837853], [37.513243, 55.837792], [37.513235, 55.837792], [37.513231, 55.837792], [37.512854, 55.837765], [37.51285, 55.837765], [37.512848, 55.837765], [37.512636, 55.837748], [37.512634, 55.837748], [37.512633, 55.837748], [37.512565, 55.837742], [37.512313, 55.837723], [37.512149, 55.837711], [37.51181, 55.837688], [37.511807, 55.837687], [37.511805, 55.837687], [37.511653, 55.837677], [37.511611, 55.837674], [37.51161, 55.837674], [37.511606, 55.837673], [37.511183, 55.837644], [37.511179, 55.837644], [37.511175, 55.837644], [37.510853, 55.837622], [37.510849, 55.837621], [37.510848, 55.837621], [37.510663, 55.837609], [37.510661, 55.837609]]], type=MultiLineString}";"";
"43379";"3-й пр-д Марьиной Рощи (в районе д.14 по 2-й ул. Марьиной Рощи)";"2699892082";"Северо-Восточный административный округ";"район Марьина Роща";"Ремонтные работы";"Работы ДЖКХ";"";"14.02.2024";"01.01.2025";"";"";"line";"";"37.619109,55.796501;37.619223,55.796506;37.619224,55.796506;37.619228,55.796506;37.61958,55.796521;37.619584,55.796521;37.619589,55.796521;37.619715,55.796525";"{coordinates=[[[37.619109, 55.796501], [37.619223, 55.796506], [37.619224, 55.796506], [37.619228, 55.796506], [37.61958, 55.796521], [37.619584, 55.796521], [37.619589, 55.796521], [37.619715, 55.796525]]], type=MultiLineString}";"";
"42978";"ул. Розанова (ул. Розанова, д.4с3 - Хорошевское ш., д.1)";"2699892083";"Северный административный округ";"Хорошёвский район";"Ремонтные работы";"Коммерческие организации";"";"19.01.2024";"02.12.2025";"1";"";"line";"";"37.544819,55.773209;37.544766,55.773186;37.544678,55.77316;37.544003,55.773041;37.543996,55.77304;37.543985,55.773038;37.542886,55.772845;37.542875,55.772843;37.54287,55.772842;37.542347,55.772711;37.542341,55.772709;37.542337,55.772708;37.542073,55.772642";"{coordinates=[[[37.544819, 55.773209], [37.544766, 55.773186], [37.544678, 55.77316], [37.544003, 55.773041], [37.543996, 55.77304], [37.543985, 55.773038], [37.542886, 55.772845], [37.542875, 55.772843], [37.54287, 55.772842], [37.542347, 55.772711], [37.542341, 55.772709], [37.542337, 55.772708], [37.542073, 55.772642]]], type=MultiLineString}";"";
"45198";"пр-д Серебрякова (в районе пересечения с ул. Сельскохозяйственная)";"2699892084";"Северо-Восточный административный округ";"район Свиблово";"Ремонтные работы";"Работы Департамента строительства";"";"28.05.2024";"01.01.2025";"";"";"line";"";"37.626676618529,55.8470063653624;37.62729030841,55.8469382367591";"{coordinates=[[[37.626676619, 55.847006365], [37.627290308, 55.846938237]]], type=MultiLineString}";"";
"44559";"Руновский пер., вл.14";"2699892085";"Центральный административный округ";"район Замоскворечье";"Ремонтные работы";"Коммерческие организации";"";"12.05.2024";"30.05.2025";"1";"";"line";"";"37.631299,55.742306;37.631396,55.742314;37.631398,55.742314;37.6314,55.742314;37.631596,55.742324;37.631598,55.742324;37.6316,55.742324;37.631857,55.742337;37.631859,55.742337;37.631862,55.742338;37.632116,55.742351;37.632119,55.742351;37.632121,55.742351;37.632356,55.742363;37.632359,55.742363;37.632362,55.742363;37.632409,55.742366";"{coordinates=[[[37.631299, 55.742306], [37.631396, 55.742314], [37.631398, 55.742314], [37.6314, 55.742314], [37.631596, 55.742324], [37.631598, 55.742324], [37.6316, 55.742324], [37.631857, 55.742337], [37.631859, 55.742337], [37.631862, 55.742338], [37.632116, 55.742351], [37.632119, 55.742351], [37.632121, 55.742351], [37.632356, 55.742363], [37.632359, 55.742363], [37.632362, 55.742363], [37.632409, 55.742366]]], type=MultiLineString}";"";
"44638";"ЮВХ (от пересечения с ул. Котляковская до д.12, стр.3)";"2699892086";"Южный административный округ";"район Москворечье-Сабурово";"Ремонтные работы";"Коммерческие организации";"";"22.04.2024";"01.01.2025";"";"";"line";"";"37.6457074284554,55.6455571105793;37.6454043388367,55.6462955746349";"{coordinates=[[[37.645707428, 55.645557111], [37.645404339, 55.646295575]]], type=MultiLineString}";"";
"46387";"ул. Радио (в районе д.9/23 по ул. 2-я Бауманская)";"2699892087";"Центральный административный округ";"Басманный район";"Ремонтные работы";"Работы ДЖКХ";"";"25.07.2024";"01.01.2025";"";"";"line";"";"37.683906108141,55.7627302480271;37.6835305988789,55.7628027028183;37.6833052933216,55.762805721765;37.683198004961,55.7628147786038";"{coordinates=[[[37.683906108, 55.762730248], [37.683530599, 55.762802703], [37.683305293, 55.762805722], [37.683198005, 55.762814779]]], type=MultiLineString}";"";
"43739";"ул. Комдива Орлова (ул. Комдива Орлова, д.3 - ул. Ботаническая, вл.31с40)";"2699892088";"Северо-Восточный административный округ";"район Марфино";"Ремонтные работы";"Работы ДЖКХ";"";"09.03.2024";"29.12.2024";"2";"";"line";"";"37.5790250301361,55.8358252970252;37.5794541835785,55.8368435003857;37.57972240448,55.8374399503256;37.5803017616272,55.8388135578133;37.5801086425781,55.8388497047235;37.5799691677094,55.8385846266019;37.5794112682343,55.8373315055625;37.5791108608246,55.8366145575749;37.5787997245789,55.8359216961191";"{coordinates=[[[37.57902503, 55.835825297], [37.579454184, 55.8368435], [37.579722404, 55.83743995], [37.580301762, 55.838813558], [37.580108643, 55.838849705], [37.579969168, 55.838584627], [37.579411268, 55.837331506], [37.579110861, 55.836614558], [37.578799725, 55.835921696]]], type=MultiLineString}";"";
"46864";"дублер ул. Героев Панфиловцев (в районе д.35)";"2699892090";"Северо-Западный административный округ";"район Северное Тушино";"Ремонтные работы";"Работы ДЖКХ";"";"21.08.2024";"01.01.2025";"";"";"line";"";"37.41148,55.85608;37.411823,55.856255;37.411955,55.856311";"{coordinates=[[[37.41148, 55.85608], [37.411823, 55.856255], [37.411955, 55.856311]]], type=MultiLineString}";"";
"45877";"дублер и разворотный тоннель Калужского ш. (от влд.11 соор.1 до влд.11, стр.2 по 23-му км Калужского ш., в сторону центра)";"2699892091";"Новомосковский административный округ";"поселение Сосенское";"Ремонтные работы";"Работы Департамента строительства";"";"14.07.2022";"01.01.2025";"";"";"line";"";"37.479815,55.595468;37.479496,55.595;37.479478,55.594974;37.479469,55.594961;37.479036,55.594362;37.478579,55.59373;37.47857,55.593717;37.47857,55.593716;37.478554,55.593624;37.47855,55.593556;37.478542,55.593489;37.478531,55.59343;37.478518,55.593372;37.478498,55.593302;37.478473,55.593232;37.478444,55.593163;37.478411,55.593094;37.477724,55.592138;37.478411,55.593094;37.478444,55.593163;37.478473,55.593232;37.478498,55.593302;37.478518,55.593372;37.478531,55.59343;37.478542,55.593489;37.47855,55.593556;37.478554,55.593624;37.47857,55.593716;37.47857,55.593717;37.478554,55.593696;37.477465,55.592179";"{coordinates=[[[37.479815, 55.595468], [37.479496, 55.595], [37.479478, 55.594974], [37.479469, 55.594961], [37.479036, 55.594362], [37.478579, 55.59373], [37.47857, 55.593717], [37.47857, 55.593716], [37.478554, 55.593624], [37.47855, 55.593556], [37.478542, 55.593489], [37.478531, 55.59343], [37.478518, 55.593372], [37.478498, 55.593302], [37.478473, 55.593232], [37.478444, 55.593163], [37.478411, 55.593094], [37.477724, 55.592138], [37.478411, 55.593094], [37.478444, 55.593163], [37.478473, 55.593232], [37.478498, 55.593302], [37.478518, 55.593372], [37.478531, 55.59343], [37.478542, 55.593489], [37.47855, 55.593556], [37.478554, 55.593624], [37.47857, 55.593716], [37.47857, 55.593717], [37.478554, 55.593696], [37.477465, 55.592179]]], type=MultiLineString}";"";
"43257";"ул. Агрохимическая, д.22 (пос. Марушкинское)";"2699892093";"Новомосковский административный округ";"поселение Марушкинское";"Ремонтные работы";"Работы ДЖКХ";"";"02.02.2024";"01.01.2025";"";"";"line";"";"37.209924,55.591115;37.210126,55.591054;37.210318,55.590996;37.210474,55.590963";"{coordinates=[[[37.209924, 55.591115], [37.210126, 55.591054], [37.210318, 55.590996], [37.210474, 55.590963]]], type=MultiLineString}";"";
